id,temperature,temp_delta_c,humidity,weight,bee_activity,pressure,voc_ppm,acoustic_hz,ir_entrance_in,ir_entrance_out,pir_motion,battery_v,solar_w,hour_of_day,season_code,health_score,health_status,disease_risk,estimated_harvest_kg
1296,34.2,3.6,63.3,39.34,0.19,1007.2,40.9,217.0,2,-1,0,4.15,0.0,23,1,99,0,0.01,17.5
1297,34.06,5.0,59.9,39.1,0.3,1017.5,50.7,231.0,8,9,1,4.18,0.0,5,0,91,0,0.09,17.7
1298,36.02,7.1,75.0,37.84,0.65,1015.8,99.3,196.3,0,13,0,3.69,0.0,1,1,85,1,0.42,17.6
1299,38.15,1.6,81.0,21.64,0.31,1008.4,200.4,458.4,0,19,0,3.32,0.0,3,3,57,2,0.56,2.9
1300,28.21,-3.1,80.7,25.85,0.44,1001.8,235.2,473.1,7,23,0,3.49,3.6,9,1,56,2,0.65,6.6
1301,33.8,1.1,52.3,24.03,0.5,1016.8,104.4,301.6,4,-1,0,3.62,0.0,5,3,76,1,0.38,5.1
1302,25.3,-10.0,89.4,17.28,0.09,1007.0,406.6,602.6,0,68,1,3.09,0.7,8,2,35,3,0.86,0.0
1303,34.08,6.0,59.6,41.57,1.0,1005.7,35.2,234.4,77,79,0,3.88,4.2,15,2,92,0,0.09,22.2
1304,34.41,5.6,56.2,31.14,0.22,1000.0,38.7,234.4,7,10,0,3.98,0.0,7,3,92,0,0.04,10.8
1305,34.41,4.3,62.0,47.57,0.15,1008.2,37.7,213.6,2,4,0,3.82,0.0,2,0,98,0,0.08,24.2
1306,36.03,9.9,73.5,26.77,0.7,998.8,139.5,322.8,4,10,0,3.63,0.0,4,2,76,1,0.27,7.8
1307,35.14,3.9,60.6,44.86,0.25,998.7,45.1,232.6,7,2,0,3.91,0.0,5,1,92,0,0.02,22.3
1308,34.24,2.8,58.3,51.63,0.63,1004.7,63.2,229.8,41,37,0,3.88,7.6,13,3,90,0,0.03,29.9
1309,35.17,6.7,56.7,44.41,0.19,1003.0,59.9,211.7,8,5,0,4.03,0.0,1,2,89,0,0.02,21.7
1310,34.61,3.3,57.5,51.02,1.0,1007.9,58.9,222.7,73,74,0,3.89,0.0,17,2,93,0,0.08,31.2
1311,34.23,6.0,61.5,39.42,1.0,1017.4,43.4,238.1,79,81,0,3.99,5.9,9,2,99,0,0.04,20.2
1312,34.44,3.1,63.7,44.56,0.84,1000.2,58.1,240.3,55,54,0,3.87,6.1,11,1,94,0,0.04,24.4
1313,41.51,15.6,30.1,16.59,0.09,1016.8,280.0,662.2,6,50,0,3.02,1.8,22,1,15,3,0.86,0.0
1314,34.99,4.2,64.1,50.32,1.0,1020.2,37.2,240.7,89,88,0,4.05,5.4,11,1,99,0,0.07,30.5
1315,32.74,-0.9,77.1,25.45,0.58,1015.9,134.1,372.4,1,-5,0,3.66,0.0,4,2,83,1,0.36,6.4
1316,34.1,4.9,63.6,35.42,1.0,1009.3,48.5,221.5,87,88,0,3.84,0.0,17,1,90,0,0.09,16.4
1317,35.61,8.9,52.1,31.0,0.48,1003.9,90.0,366.0,5,20,0,3.68,0.0,20,1,84,1,0.25,11.2
1318,34.33,4.8,61.1,36.03,0.64,1004.6,37.5,239.1,40,36,0,4.16,8.5,15,1,90,0,0.01,16.0
1319,33.97,5.3,58.7,38.73,0.22,1018.2,65.3,230.7,6,8,0,3.85,0.0,6,0,98,0,0.07,17.1
1320,32.98,5.5,50.4,36.59,0.45,1007.9,114.9,197.6,57,62,0,3.7,3.5,9,2,73,1,0.37,16.0
1321,33.92,2.8,60.3,34.93,1.0,1011.7,74.5,210.9,83,86,0,3.81,8.8,12,2,93,0,0.02,15.9
1322,33.19,-0.5,51.6,37.61,0.51,1004.6,87.2,185.8,1,-6,0,3.65,0.0,3,3,76,1,0.32,17.0
1323,34.59,5.0,65.4,40.86,0.17,1021.4,41.9,235.5,3,4,0,3.9,0.0,3,2,89,0,0.07,18.7
1324,32.23,0.2,77.0,36.34,0.68,999.7,95.5,184.5,4,15,0,3.64,0.0,18,0,71,1,0.34,16.4
1325,34.0,5.8,67.4,42.18,0.27,1009.5,64.6,219.0,7,6,0,3.88,0.0,19,0,94,0,0.03,20.2
1326,35.11,6.3,62.7,37.13,0.15,1001.2,39.2,229.0,2,-2,0,4.14,0.0,21,0,89,0,0.1,15.6
1327,34.23,5.8,66.0,49.08,0.26,1001.2,30.7,214.7,9,14,0,4.01,0.0,22,0,92,0,0.08,25.9
1328,28.55,2.8,85.7,28.49,0.34,1016.9,237.3,505.1,18,28,0,3.56,0.0,17,3,47,2,0.53,8.8
1329,30.46,7.2,88.8,22.5,0.29,1006.1,172.2,500.9,2,-8,0,3.56,0.0,2,0,52,2,0.5,3.6
1330,34.73,6.7,67.6,47.91,1.0,1013.2,38.3,212.3,75,74,0,3.87,7.1,10,0,89,0,0.09,28.2
1331,32.31,5.5,50.3,29.47,0.53,1021.8,123.8,195.6,42,40,0,3.83,2.1,9,3,81,1,0.21,9.9
1332,34.29,4.7,63.6,49.5,0.3,1001.2,48.1,222.8,10,9,0,4.04,0.0,22,2,90,0,0.02,26.4
1333,33.84,3.8,60.0,36.47,0.2,1020.9,30.4,210.8,2,-2,0,3.84,0.0,20,2,94,0,0.03,15.2
1334,34.9,5.0,61.7,51.31,0.67,1010.9,65.0,213.6,40,35,0,4.01,3.8,13,1,89,0,0.04,29.8
1335,34.07,5.0,64.4,35.05,0.19,1005.8,35.5,240.5,4,1,0,4.01,0.0,0,3,96,0,0.04,14.0
1336,34.65,6.1,62.7,35.9,0.2,1003.9,31.4,219.6,2,5,0,3.94,0.0,4,1,99,0,0.1,14.7
1337,38.1,7.2,86.6,27.92,0.36,999.0,204.3,440.4,1,-19,1,3.51,0.0,21,0,60,2,0.66,8.3
1338,35.1,4.0,55.2,36.33,0.79,1010.3,33.3,241.3,46,50,0,3.89,3.9,14,1,90,0,0.05,16.7
1339,34.58,5.1,65.4,30.8,0.18,1016.1,43.0,240.9,4,7,0,4.01,0.0,3,2,88,0,0.08,10.4
1340,33.09,4.5,75.7,36.67,0.57,1006.0,128.4,362.4,59,67,0,3.82,5.1,15,0,70,1,0.3,16.4
1341,39.07,8.8,86.4,28.34,0.4,1017.2,214.5,459.0,23,3,0,3.49,2.9,10,2,49,2,0.58,8.7
1342,34.82,5.1,60.1,38.17,1.0,1011.4,48.9,218.4,68,67,0,3.92,5.9,13,0,91,0,0.02,19.0
1343,34.11,2.7,55.3,43.5,1.0,1002.3,42.6,226.8,65,69,0,3.91,5.2,9,0,95,0,0.1,24.0
1344,33.15,2.3,70.5,30.36,0.48,1005.9,98.8,203.0,2,-11,1,3.62,0.0,0,2,82,1,0.26,10.6
1345,34.98,6.1,62.6,47.8,1.0,1001.5,31.3,216.1,71,75,0,3.94,3.8,10,2,91,0,0.12,28.1
1346,35.1,3.5,66.0,41.56,1.0,1014.6,44.5,228.8,91,88,0,4.15,4.3,10,2,90,0,0.06,22.2
1347,33.94,3.2,58.8,36.64,0.16,1012.2,37.1,214.9,4,-1,0,4.09,0.0,19,0,93,0,0.11,15.2
1348,34.28,8.2,45.0,25.7,0.51,1001.6,99.4,315.5,22,13,0,3.52,3.7,12,3,81,1,0.43,6.6
1349,32.23,3.2,74.4,32.45,0.45,1002.4,98.8,194.7,51,38,0,3.56,3.9,13,0,73,1,0.29,12.4
1350,35.25,3.4,45.6,30.29,0.72,1021.5,133.1,340.0,20,28,0,3.55,1.0,10,3,81,1,0.4,11.0
1351,34.34,5.8,63.2,37.29,0.16,1005.1,50.9,237.4,3,2,0,4.12,0.0,4,1,99,0,0.06,15.7
1352,35.36,5.0,68.8,24.82,0.5,1017.7,114.3,376.9,47,42,0,3.81,3.1,11,1,75,1,0.23,5.8
1353,33.88,5.8,63.6,35.41,0.2,1013.1,65.9,231.9,4,1,0,4.04,0.0,20,2,95,0,0.08,14.3
1354,34.14,4.4,57.0,33.42,0.99,1019.9,60.8,214.3,62,66,0,4.04,7.5,15,3,93,0,0.08,14.4
1355,34.01,5.4,59.1,48.26,0.25,1003.8,31.0,211.0,5,7,0,4.09,0.0,2,0,99,0,0.07,25.2
1356,34.16,4.2,59.5,43.48,0.22,1011.3,59.6,227.6,8,9,0,4.17,0.0,22,0,89,0,0.09,21.1
1357,34.6,5.9,66.5,30.91,0.22,1008.3,45.3,217.4,10,7,0,4.13,0.0,21,3,93,0,0.1,10.6
1358,35.01,3.2,66.4,40.73,1.0,1006.8,69.2,222.9,91,88,0,3.93,8.8,9,1,95,0,0.11,21.4
1359,24.82,1.8,92.2,15.95,0.19,998.1,346.7,685.4,2,51,1,3.13,0.2,12,2,32,3,0.84,0.0
1360,24.3,3.8,32.7,19.25,0.2,1008.6,291.4,704.6,6,46,0,3.06,1.9,13,1,34,3,0.93,0.9
1361,33.29,5.0,69.3,24.06,0.49,1006.3,92.2,358.3,2,15,0,3.81,0.0,6,2,70,1,0.32,5.1
1362,28.46,-5.9,85.7,26.11,0.28,1002.6,165.2,423.4,12,33,0,3.47,3.4,15,3,49,2,0.73,6.7
1363,36.45,8.9,47.4,24.16,0.5,1000.7,89.2,194.6,5,4,0,3.73,0.0,20,1,83,1,0.41,5.2
1364,35.13,6.3,55.6,50.2,0.21,1016.1,70.0,233.7,6,9,0,4.09,0.0,4,1,91,0,0.11,26.6
1365,33.83,0.7,49.6,34.36,0.47,1019.0,146.0,198.2,51,59,0,3.5,2.7,13,3,79,1,0.37,14.1
1366,35.18,3.5,66.9,49.08,0.11,1007.0,42.6,235.0,2,-2,0,4.09,0.0,19,1,97,0,0.02,25.2
1367,35.06,4.1,58.8,31.32,0.34,1015.6,34.9,222.1,10,15,0,4.0,0.0,20,0,98,0,0.07,11.2
1368,32.29,3.8,70.4,26.99,0.54,1005.7,107.7,330.9,24,30,0,3.73,2.4,9,2,85,1,0.36,7.7
1369,34.67,6.6,55.2,36.2,0.87,1019.3,71.5,228.1,60,61,0,3.97,4.9,16,0,97,0,0.02,16.7
1370,34.65,6.1,64.0,32.05,0.18,1011.7,59.1,217.1,3,4,0,3.96,0.0,21,0,94,0,0.1,11.5
1371,34.61,5.8,64.3,40.48,0.9,1006.6,39.1,217.0,66,62,0,3.81,8.8,15,3,93,0,0.07,20.8
1372,34.39,4.8,60.7,51.72,0.93,1013.8,36.7,222.9,63,61,0,4.09,0.0,17,0,90,0,0.03,31.5
1373,38.17,13.8,85.5,25.48,0.4,1010.4,213.9,457.5,3,10,1,3.54,0.0,3,3,45,2,0.69,6.3
1374,29.92,2.0,84.5,26.38,0.45,1005.2,241.1,451.1,2,-14,0,3.35,0.0,6,1,61,2,0.51,7.1
1375,34.56,3.2,65.6,49.49,0.28,1020.8,72.4,210.3,9,6,0,4.09,0.0,3,1,99,0,0.03,26.3
1376,34.85,6.7,64.8,37.02,0.88,1008.6,35.4,236.6,58,55,0,3.99,5.6,15,3,97,0,0.01,17.5
1377,34.96,4.4,64.3,34.77,0.26,1021.7,42.5,216.8,6,8,0,4.08,0.0,2,1,99,0,0.06,13.9
1378,41.96,16.8,91.0,16.82,0.13,1004.9,376.5,649.9,12,81,1,3.21,1.4,3,3,39,3,0.86,0.0
1379,34.8,3.4,57.0,38.36,0.8,1011.9,72.1,239.4,48,53,0,3.97,4.6,8,0,90,0,0.09,18.5
1380,41.65,19.5,90.3,16.34,0.18,999.7,370.8,646.9,12,44,0,3.03,1.9,8,1,34,3,0.79,0.0
1381,33.84,4.9,55.4,35.76,0.24,1004.9,48.1,229.6,5,10,0,3.97,0.0,22,1,91,0,0.07,14.7
1382,35.05,5.5,62.8,32.01,1.0,1004.8,34.9,230.0,70,74,0,4.14,6.3,16,1,98,0,0.06,13.1
1383,34.09,2.5,67.3,38.03,0.28,1021.7,72.7,234.2,8,9,0,3.95,0.0,7,1,97,0,0.05,16.7
1384,33.86,3.5,55.4,42.01,0.75,1011.4,69.6,233.6,49,44,0,4.05,5.6,15,1,89,0,0.01,21.7
1385,34.0,4.5,66.4,49.34,1.0,1015.1,48.0,232.8,86,81,0,3.89,8.4,10,2,91,0,0.1,29.6
1386,33.88,2.0,64.4,42.17,0.19,1002.2,56.5,228.4,5,1,0,4.11,0.0,6,0,96,0,0.04,19.9
1387,35.13,5.3,55.8,45.02,0.24,1008.2,54.5,243.0,4,8,0,4.15,0.0,20,1,98,0,0.09,22.4
1388,34.55,5.3,63.4,44.84,0.17,1009.0,53.0,238.4,4,1,0,4.12,0.0,7,3,97,0,0.11,22.0
1389,36.06,3.2,53.2,37.71,0.63,1008.4,99.3,205.9,0,-14,0,3.74,0.0,22,2,70,1,0.39,17.5
1390,33.39,4.2,73.6,27.26,0.72,1009.7,149.2,184.2,3,7,0,3.62,0.0,6,3,73,1,0.21,8.2
1391,34.47,3.9,66.3,39.0,1.0,1019.1,35.6,228.6,91,89,0,4.14,7.2,15,0,99,0,0.01,19.8
1392,34.36,6.1,62.7,48.28,0.28,1007.5,38.3,225.1,9,12,0,4.06,0.0,20,1,94,0,0.06,25.3
1393,35.08,4.6,62.8,40.2,1.0,1009.5,70.1,228.8,78,73,0,3.92,6.4,10,1,93,0,0.02,20.9
1394,34.64,2.8,61.4,38.13,0.26,1005.0,43.3,229.2,5,8,1,3.81,0.0,4,3,99,0,0.02,16.7
1395,38.15,7.8,80.1,28.67,0.34,998.9,167.0,535.2,23,25,1,3.46,0.8,14,0,54,2,0.51,8.9
1396,32.02,-0.2,47.4,35.69,0.58,1012.2,123.6,195.7,3,5,0,3.85,0.0,20,2,70,1,0.36,15.5
1397,35.03,4.6,59.4,30.79,0.26,1001.6,30.6,232.5,8,13,0,4.17,0.0,0,0,98,0,0.05,10.6
1398,34.06,2.9,62.9,33.7,0.14,1016.9,66.9,232.2,2,3,0,3.99,0.0,5,1,90,0,0.03,12.7
1399,34.78,3.7,62.5,36.34,1.0,1005.3,46.4,226.4,90,95,0,3.99,7.8,12,3,98,0,0.02,17.2
1400,40.18,12.1,85.9,26.46,0.31,1008.3,214.3,489.0,1,4,0,3.38,0.0,21,2,53,2,0.68,7.0
1401,35.02,4.5,57.6,42.35,0.83,1018.5,63.6,219.4,52,51,0,4.15,0.0,17,3,94,0,0.08,22.3
1402,34.35,5.8,58.9,47.85,1.0,1019.2,44.1,215.4,95,100,0,3.8,6.3,15,1,91,0,0.08,28.2
1403,35.11,4.3,76.7,28.98,0.66,1010.8,132.4,200.7,54,40,0,3.61,1.3,13,1,71,1,0.45,9.7
1404,34.95,3.6,55.7,46.69,1.0,1012.2,38.9,216.0,88,92,0,3.97,8.5,12,3,90,0,0.06,27.1
1405,36.65,2.9,73.6,28.96,0.63,1000.3,86.9,313.5,42,30,0,3.72,2.5,8,2,75,1,0.29,9.6
1406,33.89,3.0,66.8,46.51,0.21,1000.4,56.8,237.0,5,3,0,3.93,0.0,6,2,99,0,0.02,23.5
1407,34.77,3.3,76.7,31.72,0.68,1010.6,111.1,326.1,2,-9,0,3.56,0.0,4,1,73,1,0.37,12.2
1408,34.58,5.3,63.8,43.9,0.7,999.9,45.7,222.0,45,44,0,4.03,8.5,15,1,91,0,0.02,23.3
1409,34.3,5.3,64.8,32.99,0.15,1000.3,39.9,225.9,2,3,0,3.96,0.0,21,2,95,0,0.03,12.2
1410,35.99,6.9,72.2,36.36,0.5,998.3,131.9,185.0,3,-4,0,3.68,0.0,4,0,84,1,0.33,15.9
1411,34.13,6.0,62.8,43.15,0.28,1005.9,49.4,210.7,5,9,0,3.99,0.0,19,0,93,0,0.02,21.0
1412,30.71,3.8,39.0,22.8,0.31,1006.3,227.7,434.0,1,-6,0,3.58,0.0,19,1,46,2,0.62,3.9
1413,32.27,2.8,76.2,26.46,0.65,1009.2,111.0,365.9,1,3,1,3.59,0.0,2,2,81,1,0.32,7.4
1414,34.26,5.4,62.7,41.47,0.21,1017.1,63.7,232.0,5,1,0,3.89,0.0,19,0,93,0,0.11,19.3
1415,34.81,2.3,74.8,37.28,0.7,1019.8,92.0,294.7,4,-8,0,3.64,0.0,1,1,80,1,0.4,17.3
1416,34.98,3.4,56.8,35.03,0.3,1016.9,57.6,236.0,10,12,0,4.03,0.0,6,1,97,0,0.04,14.2
1417,34.09,7.6,75.7,30.19,0.53,1004.6,108.3,200.5,51,36,0,3.76,5.2,14,1,76,1,0.22,10.5
1418,28.52,0.1,86.2,27.45,0.33,1016.3,212.1,498.5,0,-7,0,3.32,0.0,1,0,61,2,0.64,7.9
1419,32.23,1.9,75.8,28.87,0.62,1000.3,136.3,348.5,3,9,0,3.75,0.0,1,1,83,1,0.26,9.5
1420,38.56,7.8,87.6,20.6,0.39,1006.7,191.4,454.1,2,6,1,3.3,0.0,2,1,66,2,0.54,2.1
1421,34.57,4.3,57.6,32.67,0.3,1014.0,62.9,240.9,8,11,0,3.96,0.0,7,1,96,0,0.01,12.2
1422,42.0,0.7,92.1,15.29,0.06,1019.9,376.0,699.0,6,91,1,3.03,1.4,2,3,13,3,0.8,0.0
1423,34.18,2.7,59.7,48.43,1.0,1012.0,65.7,237.8,82,85,0,3.97,6.4,14,0,89,0,0.02,28.7
1424,33.46,1.6,71.6,35.52,0.61,1017.5,124.4,319.5,2,-1,0,3.67,0.0,2,2,84,1,0.26,15.4
1425,36.06,9.3,71.5,34.87,0.6,1011.1,91.9,202.9,3,17,0,3.63,0.0,22,3,84,1,0.32,14.8
1426,35.95,4.2,75.3,29.33,0.47,998.0,99.1,201.5,38,44,0,3.64,2.9,16,3,76,1,0.32,9.7
1427,34.44,5.6,65.1,34.08,0.19,1020.2,60.8,216.1,3,3,0,3.95,0.0,21,0,94,0,0.07,13.2
1428,34.15,5.0,59.1,49.85,1.0,1003.3,54.2,229.8,77,80,0,4.01,7.8,8,3,88,0,0.04,30.1
1429,34.12,2.4,66.0,47.15,0.2,1007.2,64.4,230.2,4,1,0,3.84,0.0,21,1,95,0,0.08,24.0
1430,33.86,3.8,58.4,32.07,0.23,998.5,47.0,242.8,4,8,0,4.0,0.0,19,1,89,0,0.04,11.6
1431,34.62,5.6,67.9,37.36,1.0,1011.8,48.0,211.9,92,94,0,4.1,0.0,17,0,98,0,0.09,18.2
1432,32.27,2.8,76.7,28.7,0.56,1009.8,91.9,307.9,46,56,0,3.53,4.1,9,3,70,1,0.37,9.3
1433,34.14,3.7,67.9,48.32,0.26,1012.6,39.0,213.3,9,9,0,4.13,0.0,20,2,94,0,0.06,25.3
1434,37.31,7.3,36.9,25.3,0.49,1008.2,245.3,519.5,0,5,0,3.33,0.0,6,3,45,2,0.54,6.2
1435,34.76,4.5,57.2,39.28,1.0,1016.1,47.5,238.1,84,82,0,3.83,6.9,15,2,92,0,0.07,20.0
1436,36.01,8.8,74.7,27.15,0.64,1018.4,124.1,191.1,2,3,0,3.79,0.0,1,2,73,1,0.26,8.0
1437,32.74,0.0,52.0,32.4,0.65,1018.8,143.0,360.9,0,11,0,3.81,0.0,23,1,78,1,0.22,12.7
1438,39.47,12.5,78.4,22.58,0.46,1003.2,229.6,475.3,2,4,0,3.47,0.0,5,0,48,2,0.57,3.8
1439,34.88,4.7,61.1,31.02,0.27,1001.3,48.0,233.2,7,11,0,3.92,0.0,1,1,97,0,0.11,10.8
1440,34.85,6.6,62.9,47.08,1.0,1002.9,37.9,213.8,70,75,0,4.09,4.0,8,0,89,0,0.05,27.4
1441,34.4,3.5,55.4,51.44,0.23,1020.7,61.2,214.2,5,4,0,3.85,0.0,19,3,90,0,0.03,27.7
1442,30.69,-5.3,86.1,28.92,0.27,1004.5,203.4,463.2,0,-14,0,3.39,0.0,3,1,62,2,0.53,9.0
1443,34.19,3.6,65.5,39.05,0.26,1021.5,63.9,210.3,6,8,0,3.84,0.0,21,0,94,0,0.09,17.5
1444,34.92,3.5,58.7,43.64,1.0,1021.8,43.9,222.3,79,82,0,3.81,5.2,13,2,92,0,0.08,24.2
1445,34.95,3.0,60.0,44.15,0.14,998.8,33.4,241.6,3,-2,0,3.9,0.0,21,0,97,0,0.09,21.3
1446,34.8,4.3,60.6,42.54,0.15,1011.0,59.9,245.0,4,1,0,3.84,0.0,5,1,89,0,0.04,20.0
1447,39.74,6.9,81.1,24.25,0.29,1010.9,223.1,440.8,0,4,0,3.38,0.0,6,0,54,2,0.53,5.1
1448,34.46,5.4,56.3,35.6,0.23,1015.5,73.1,228.4,8,12,0,4.11,0.0,7,1,90,0,0.1,14.5
1449,41.89,8.5,91.6,15.14,0.18,1019.1,300.6,738.9,0,74,0,3.32,1.0,5,3,23,3,0.9,0.0
1450,34.4,4.3,66.8,37.1,0.85,998.1,69.3,224.8,60,58,0,3.95,3.7,15,0,96,0,0.06,17.5
1451,34.57,4.2,67.3,44.19,0.27,1004.2,39.6,219.6,6,10,0,3.96,0.0,18,2,96,0,0.06,21.8
1452,34.2,1.8,50.8,35.85,0.62,1004.3,141.7,193.0,0,-13,0,3.53,0.0,0,3,76,1,0.44,15.8
1453,34.35,4.4,65.8,37.45,0.21,1005.0,48.8,235.5,2,7,0,4.16,0.0,22,3,94,0,0.09,16.0
1454,34.77,4.2,67.6,41.38,0.23,1016.8,46.6,241.1,8,12,0,4.15,0.0,18,1,88,0,0.05,19.3
1455,34.24,5.0,56.8,39.56,0.8,998.8,62.0,241.5,51,54,0,4.02,8.4,13,1,89,0,0.1,19.7
1456,35.01,4.5,66.2,46.38,0.29,1016.3,54.3,240.5,9,10,0,3.91,0.0,4,2,89,0,0.12,23.8
1457,34.86,3.5,60.3,37.11,0.22,1001.4,55.2,211.8,8,6,1,4.12,0.0,7,2,89,0,0.01,15.8
1458,32.4,6.0,50.8,36.69,0.69,1003.2,85.1,372.1,43,32,0,3.62,0.0,17,3,85,1,0.29,16.7
1459,35.12,6.7,64.7,43.84,0.84,999.7,39.7,220.6,58,56,0,4.03,7.6,10,3,91,0,0.09,23.7
1460,34.42,4.6,60.5,49.42,0.22,1008.3,51.5,239.5,2,4,0,3.91,0.0,4,1,95,0,0.11,26.0
1461,31.77,-0.6,81.4,22.65,0.37,1020.6,164.1,506.0,3,14,0,3.41,0.0,21,3,54,2,0.55,3.8
1462,34.3,2.8,57.5,51.17,1.0,998.5,63.7,237.6,92,87,0,3.98,6.6,16,2,92,0,0.04,31.3
1463,33.91,3.3,62.8,46.6,0.73,999.1,45.8,220.4,44,44,0,3.88,6.9,15,3,88,0,0.02,25.8
1464,33.79,0.9,73.1,37.76,0.67,1001.1,100.7,306.3,35,36,0,3.65,2.2,8,0,76,1,0.44,17.6
1465,42.79,21.1,25.1,14.49,0.18,1012.4,413.7,609.9,0,40,0,3.2,1.5,13,3,25,3,0.85,0.0
1466,37.3,7.1,87.8,24.02,0.27,1016.3,210.2,524.8,3,0,0,3.44,0.0,19,3,47,2,0.59,4.9
1467,33.35,7.2,73.8,36.4,0.64,1013.4,111.0,203.5,44,46,1,3.63,1.7,13,3,81,1,0.3,16.3
1468,35.37,2.1,45.0,24.24,0.53,999.6,96.7,194.9,2,14,0,3.58,0.0,2,2,75,1,0.33,5.3
1469,35.03,5.0,61.9,49.09,0.21,1002.0,46.9,220.8,6,8,0,3.83,0.0,1,2,99,0,0.06,25.7
1470,37.01,6.4,80.9,21.66,0.43,1015.9,170.3,550.2,28,51,0,3.44,1.3,14,2,47,2,0.58,3.0
1471,35.1,6.3,66.2,50.21,0.13,1019.6,51.6,213.3,3,1,0,3.8,0.0,22,3,93,0,0.05,26.2
1472,33.91,5.7,57.7,44.03,1.0,1011.9,58.0,228.5,74,74,0,4.03,5.4,13,2,97,0,0.08,24.5
1473,38.94,11.9,82.0,24.61,0.44,1016.3,211.9,544.2,8,12,1,3.46,3.8,9,0,52,2,0.51,5.6
1474,34.8,5.6,55.5,48.02,0.29,1001.8,32.5,216.9,10,6,0,3.85,0.0,18,0,90,0,0.08,25.2
1475,34.84,5.6,58.1,31.39,0.15,1007.6,64.3,211.8,3,0,0,3.87,0.0,22,2,89,0,0.02,10.8
1476,35.04,6.6,59.6,34.92,0.16,1015.1,38.8,211.9,3,3,0,3.91,0.0,6,1,96,0,0.06,13.8
1477,34.57,2.7,63.6,46.48,0.22,1012.3,44.1,226.0,8,6,0,3.92,0.0,1,3,99,0,0.1,23.6
1478,34.66,3.0,66.8,45.06,0.29,1016.0,42.0,215.3,8,7,0,4.11,0.0,3,1,89,0,0.01,22.7
1479,32.45,5.3,75.5,33.3,0.49,1000.0,139.6,195.8,1,-9,0,3.64,0.0,20,3,74,1,0.24,13.2
1480,25.9,0.8,92.9,18.42,0.13,1013.9,386.9,769.6,0,54,0,3.25,1.5,15,2,30,3,0.78,0.2
1481,34.86,4.4,62.2,30.67,0.23,1015.6,50.5,234.6,4,1,0,4.15,0.0,20,2,93,0,0.04,10.4
1482,35.11,3.3,56.9,37.29,0.81,1007.6,45.7,220.3,51,46,0,4.11,3.6,8,1,98,0,0.11,17.6
1483,33.84,5.6,65.3,48.64,1.0,1011.9,67.4,219.2,66,66,0,4.16,5.7,12,0,93,0,0.12,28.9
1484,36.67,4.9,71.3,29.45,0.62,1007.1,110.5,186.1,26,39,0,3.78,2.1,8,0,84,1,0.34,10.0
1485,34.35,4.5,67.5,30.51,0.73,1012.1,48.8,214.5,48,52,0,4.08,4.6,13,1,92,0,0.05,11.2
1486,30.31,-0.8,83.6,25.87,0.5,1005.4,180.7,437.0,2,15,0,3.37,0.0,21,3,67,2,0.53,6.7
1487,34.93,4.3,64.5,42.34,0.25,1017.7,73.1,218.2,9,6,0,4.16,0.0,18,0,91,0,0.05,20.2
1488,34.82,6.2,61.4,38.89,1.0,1019.4,66.4,219.0,72,75,0,3.96,7.9,10,1,98,0,0.05,19.7
1489,31.62,-1.3,43.1,22.45,0.3,1018.0,236.0,435.5,11,0,0,3.45,1.7,11,1,54,2,0.62,3.6
1490,34.41,7.8,48.6,27.93,0.54,1009.5,106.1,194.4,37,45,0,3.62,1.4,15,3,76,1,0.29,8.6
1491,34.02,2.5,61.5,51.24,1.0,1020.3,58.0,219.6,85,87,0,4.07,5.1,11,2,98,0,0.07,31.4
1492,33.97,4.3,64.7,35.66,1.0,1019.3,35.3,231.6,71,72,0,3.94,5.3,13,3,98,0,0.09,16.6
1493,34.64,3.5,58.1,51.02,0.19,1018.1,62.5,242.0,2,6,0,3.87,0.0,19,3,94,0,0.1,27.2
1494,34.71,5.2,57.0,46.71,0.3,1011.3,71.5,215.1,10,9,0,4.09,0.0,2,2,95,0,0.08,24.1
1495,34.77,3.3,67.4,30.18,0.14,1008.5,66.2,240.6,2,1,0,4.01,0.0,18,2,93,0,0.02,9.8
1496,34.53,4.6,75.5,24.22,0.52,1004.4,91.8,306.1,3,16,0,3.64,0.0,7,2,83,1,0.35,5.3
1497,32.66,3.4,74.3,32.03,0.48,1015.7,133.7,349.7,2,6,0,3.75,0.0,23,3,81,1,0.41,12.1
1498,28.17,4.8,42.9,22.46,0.25,1001.8,254.9,555.8,1,16,0,3.4,0.0,21,1,49,2,0.57,3.6
1499,35.12,6.8,59.8,30.06,0.24,1016.8,51.5,227.9,6,7,0,3.81,0.0,5,3,93,0,0.06,9.9
1500,32.31,1.3,71.7,28.3,0.66,1002.3,95.0,188.3,0,10,0,3.74,0.0,18,0,78,1,0.31,9.1
1501,34.7,3.8,63.6,38.34,0.23,1004.3,51.4,225.4,8,8,0,3.98,0.0,21,1,92,0,0.05,16.8
1502,33.47,3.6,48.9,31.89,0.71,1020.7,115.6,313.6,3,13,0,3.79,0.0,22,1,71,1,0.27,12.4
1503,33.96,2.9,57.7,31.05,0.17,1012.7,56.7,226.3,2,7,0,3.9,0.0,22,1,91,0,0.06,10.6
1504,35.93,7.4,51.2,31.01,0.56,1007.4,116.4,374.3,49,64,1,3.62,4.2,8,1,85,1,0.38,11.3
1505,34.67,3.7,59.1,37.69,0.89,1005.2,40.7,215.1,63,63,0,4.08,7.8,10,2,95,0,0.1,18.2
